short_name,club_name,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
D. Barlaser,Newcastle United,Dan Barlaser,Rotherham,0.248,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Höjbjerg,Southampton FC,Pierre-Emile Höjbjerg,Spurs,14.94,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Reed,Southampton FC,Harrison Reed,Fulham,5.85,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Lemina,Southampton FC,Mario Lemina,Fulham,1.98,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Hoedt,Southampton FC,Wesley Hoedt,Lazio,0.9,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Walker-Peters,Tottenham Hotspur,Kyle Walker-Peters,Southampton,11.97,Premier League,2020,24.0,Defender,943.0,493.0,450.0,England,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,12.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,79.0,73.0,943.0,0.0,0.1,414.0,391.0,58.0,18.0
O. Burke,West Bromwich Albion,Oliver Burke,Sheff Utd,5.85,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Leko,West Bromwich Albion,Jonathan Leko,Birmingham,0.99,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Diangana,West Ham United,Grady Diangana,West Brom,12.15,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Ajeti,West Ham United,Albian Ajeti,Celtic,4.95,Premier League,2020,24.0,Forward,130.0,78.0,52.0,Switzerland,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,65.0,14.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,21.0
J. Hugill,West Ham United,Jordan Hugill,Norwich,2.97,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cullen,West Ham United,Josh Cullen,RSC Anderlecht,0.45,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Jota,Wolverhampton Wanderers,Diogo Jota,Liverpool,40.23,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Costa,Wolverhampton Wanderers,Hélder Costa,Leeds,15.93,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Doherty,Wolverhampton Wanderers,Matt Doherty,Spurs,15.12,Premier League,2020,29.0,Defender,2840.0,1531.0,1309.0,Republic of Ireland,36.0,19.0,17.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,13.0,8.0,5.0,26.0,11.0,15.0,1.0,0.0,0.22,0.1,0.13,0.18,0.07,710.0,0.82,109.0,79.0,2840.0,947.0,0.03,130.0,139.0,16.0,3.0
D. Gray,Leicester City,Demarai Gray,Bay. Leverkusen,1.8,Premier League,2020,24.0,Midfielder,607.0,271.0,336.0,England,21.0,10.0,11.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,8.0,4.0,4.0,4.0,1.0,3.0,1.0,0.0,0.74,0.44,0.3,0.33,0.27,304.0,0.59,152.0,29.0,607.0,202.0,0.15,52.0,7.0,-1.0,9.0
T. Fosu-Mensah,Manchester United,Timothy Fosu-Mensah,Bay. Leverkusen,1.53,Premier League,2020,23.0,Defender,136.0,46.0,90.0,Netherlands,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,136.0,45.0,136.0,0.0,0.66,-1.0,-1.0,-1.0,29.0
J. Lingard,Manchester United,Jesse Lingard,West Ham,1.53,Premier League,2020,28.0,Midfielder,931.0,454.0,477.0,England,22.0,10.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,13.0,4.0,9.0,3.0,0.0,0.1,0.0,0.1,0.0,0.19,931.0,1.26,72.0,42.0,310.0,0.0,0.29,155.0,353.0,-1.0,11.0
S. Haller,West Ham United,Sébastien Haller,Ajax,20.25,Premier League,2020,26.0,Forward,2262.0,1245.0,1017.0,France,32.0,17.0,15.0,7.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,4.0,39.0,22.0,17.0,1.0,0.0,0.32,0.04,0.28,0.29,0.27,323.0,1.55,58.0,71.0,2262.0,2262.0,0.04,57.0,233.0,-1.0,2.0
R. Snodgrass,West Ham United,Robert Snodgrass,West Brom,0.099,Premier League,2020,33.0,Midfielder,1512.0,786.0,726.0,Scotland,24.0,13.0,11.0,5.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,5.0,3.0,2.0,31.0,18.0,13.0,4.0,0.0,0.6,0.3,0.3,0.46,0.12,302.0,1.85,49.0,63.0,378.0,302.0,0.24,53.0,24.0,-1.0,4.0
Danilo,Manchester City,Danilo,Juventus,33.3,Premier League,2019,29.0,Defender,806.0,450.0,356.0,Brazil,11.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,2.0,5.0,1.0,0.0,0.11,0.0,0.11,0.0,0.25,806.0,0.78,115.0,73.0,806.0,0.0,0.11,151.0,318.0,18.0,13.0
D. Luiz,Manchester City,Douglas Luiz,Aston Villa,15.12,Premier League,2019,33.0,Defender,3239.0,1709.0,1530.0,Brazil,36.0,19.0,17.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,16.0,10.0,6.0,35.0,12.0,23.0,3.0,0.0,0.14,0.06,0.08,0.16,0.0,1080.0,0.97,93.0,90.0,1080.0,1620.0,0.08,186.0,198.0,27.0,9.0
F. Delph,Manchester City,Fabian Delph,Everton,8.55,Premier League,2019,31.0,Midfielder,725.0,266.0,459.0,England,11.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,9.0,4.0,5.0,2.0,1.0,0.12,0.12,0.0,0.0,0.0,0.0,1.12,81.0,66.0,242.0,725.0,0.37,295.0,123.0,-1.0,19.0
M. García,Manchester City,Manu García,Sporting Gijón,3.6,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Marí,Manchester City,Pablo Marí,Flamengo,1.53,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Ings,Liverpool FC,Danny Ings,Southampton,19.98,Premier League,2019,28.0,Forward,1668.0,922.0,746.0,England,24.0,13.0,11.0,7.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,6.0,2.0,4.0,26.0,13.0,13.0,1.0,0.0,0.54,0.16,0.38,0.29,0.48,238.0,1.4,64.0,70.0,1668.0,556.0,0.05,39.0,87.0,-1.0,2.0
R. Kent,Liverpool FC,Ryan Kent,Rangers,6.48,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Mignolet,Liverpool FC,Simon Mignolet,Club Brugge,6.3,Premier League,2019,33.0,Goalkeeper,0.0,0.0,0.0,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
H. Wilson,Liverpool FC,Harry Wilson,Bournemouth,2.43,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Grujic,Liverpool FC,Marko Grujic,Hertha BSC,1.8,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Awoniyi,Liverpool FC,Taiwo Awoniyi,1.FSV Mainz 05,0.45,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Hazard,Chelsea FC,Eden Hazard,Real Madrid,103.5,Premier League,2019,30.0,Midfielder,2926.0,1527.0,1399.0,Belgium,37.0,19.0,18.0,16.0,11.0,5.0,15.0,10.0,5.0,4.0,0.0,15.0,10.0,5.0,34.0,9.0,25.0,2.0,0.0,0.95,0.46,0.49,0.65,0.32,183.0,1.05,86.0,79.0,1463.0,195.0,0.06,18.0,5.0,-1.0,1.0
O. Aina,Chelsea FC,Ola Aina,Torino,8.82,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Kalas,Chelsea FC,Tomas Kalas,Bristol City,8.1,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Luiz,Chelsea FC,David Luiz,Arsenal,7.83,Premier League,2019,33.0,Defender,3239.0,1709.0,1530.0,Brazil,36.0,19.0,17.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,16.0,10.0,6.0,35.0,12.0,23.0,3.0,0.0,0.14,0.06,0.08,0.16,0.0,1080.0,0.97,93.0,90.0,1080.0,1620.0,0.08,186.0,198.0,27.0,9.0
K. Omeruo,Chelsea FC,Kenneth Omeruo,CD Leganés,4.5,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Bakayoko,Chelsea FC,Tiemoué Bakayoko,Monaco,2.7,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Ampadu,Chelsea FC,Ethan Ampadu,RB Leipzig,0.585,Premier League,2019,20.0,Midfielder,0.0,0.0,0.0,Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
K. Trippier,Tottenham Hotspur,Kieran Trippier,Atlético Madrid,19.8,Premier League,2019,30.0,Defender,2278.0,1188.0,1090.0,England,27.0,14.0,13.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,10.0,5.0,5.0,20.0,10.0,10.0,2.0,0.0,0.16,0.12,0.04,0.08,0.0,2278.0,0.79,114.0,84.0,1139.0,759.0,0.08,230.0,122.0,19.0,12.0
V. Janssen,Tottenham Hotspur,Vincent Janssen,Monterrey,8.1,Premier League,2019,26.0,Forward,36.0,36.0,0.0,Netherlands,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,28.0
G. N'Koudou,Tottenham Hotspur,Georges-Kevin N'Koudou,Besiktas,4.05,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Iwobi,Arsenal FC,Alex Iwobi,Everton,27.36,Premier League,2019,24.0,Forward,1972.0,742.0,1230.0,Nigeria,35.0,18.0,17.0,3.0,1.0,2.0,6.0,3.0,3.0,0.0,0.0,8.0,7.0,1.0,31.0,8.0,23.0,0.0,0.0,0.41,0.27,0.14,0.12,0.15,657.0,1.41,64.0,56.0,0.0,329.0,0.0,128.0,31.0,-1.0,8.0
K. Bielik,Arsenal FC,Krystian Bielik,Derby,7.38,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Koscielny,Arsenal FC,Laurent Koscielny,G. Bordeaux,4.5,Premier League,2019,35.0,Defender,1328.0,484.0,844.0,France,17.0,6.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,21.0,5.0,16.0,1.0,0.0,0.2,0.0,0.2,0.37,0.11,443.0,1.42,63.0,78.0,1328.0,0.0,0.07,93.0,295.0,103.0,7.0
D. Ospina,Arsenal FC,David Ospina,SSC Napoli,3.15,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Mkhitaryan,Arsenal FC,Henrikh Mkhitaryan,AS Roma,2.79,Premier League,2019,32.0,Midfielder,1643.0,650.0,993.0,Armenia,25.0,11.0,14.0,6.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,25.0,9.0,16.0,1.0,0.0,0.55,0.22,0.33,0.42,0.27,274.0,1.37,66.0,66.0,1643.0,411.0,0.05,53.0,56.0,-1.0,3.0
C. Jenkinson,Arsenal FC,Carl Jenkinson,Nottm Forest,1.98,Premier League,2019,29.0,Defender,166.0,166.0,0.0,England,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,83.0,55.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,18.0
T. Asano,Arsenal FC,Takuma Asano,Partizan,0.9,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Monreal,Arsenal FC,Nacho Monreal,Real Sociedad,0.225,Premier League,2019,35.0,Defender,1861.0,781.0,1080.0,Spain,22.0,10.0,12.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,5.0,1.0,21.0,3.0,18.0,5.0,0.0,0.19,0.15,0.05,0.12,0.0,1861.0,1.02,89.0,85.0,372.0,620.0,0.24,222.0,98.0,37.0,11.0
R. Lukaku,Manchester United,Romelu Lukaku,Inter,66.6,Premier League,2019,27.0,Forward,2130.0,982.0,1148.0,Belgium,32.0,16.0,16.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,36.0,14.0,22.0,4.0,0.0,0.51,0.0,0.51,0.37,0.63,178.0,1.52,59.0,67.0,533.0,0.0,0.17,16.0,305.0,-1.0,2.0
C. Smalling,Manchester United,Chris Smalling,AS Roma,2.7,Premier League,2019,31.0,Defender,2128.0,1138.0,990.0,England,24.0,13.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,34.0,16.0,18.0,1.0,0.0,0.04,0.0,0.04,0.0,0.09,2128.0,1.44,63.0,89.0,2128.0,0.0,0.04,246.0,294.0,106.0,15.0
M. Darmian,Manchester United,Matteo Darmian,Parma,2.23,Premier League,2019,31.0,Defender,443.0,353.0,90.0,Italy,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,63.0,74.0,0.0,0.0,0.0,411.0,280.0,102.0,25.0
I. Cavaleiro,Wolverhampton Wanderers,Ivan Cavaleiro,Fulham,5.31,Premier League,2019,27.0,Forward,683.0,331.0,352.0,Portugal,23.0,13.0,10.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,10.0,7.0,3.0,1.0,0.0,0.53,0.13,0.4,0.54,0.26,228.0,1.32,68.0,30.0,683.0,683.0,0.13,34.0,119.0,-1.0,6.0
K. Hause,Wolverhampton Wanderers,Kortney Hause,Aston Villa,3.06,Premier League,2019,25.0,Defender,0.0,0.0,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
I. Gueye,Everton FC,Idrissa Gueye,Paris SG,27.0,Premier League,2019,31.0,Midfielder,2825.0,1407.0,1418.0,Senegal,33.0,16.0,17.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,13.0,9.0,4.0,29.0,10.0,19.0,6.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.92,97.0,86.0,471.0,1413.0,0.19,413.0,193.0,-1.0,19.0
A. Lookman,Everton FC,Ademola Lookman,RB Leipzig,16.2,Premier League,2019,23.0,Forward,601.0,334.0,267.0,England,21.0,11.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,5.0,3.0,7.0,2.0,5.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.05,86.0,29.0,0.0,301.0,0.0,292.0,20.0,-1.0,17.0
N. Vlasic,Everton FC,Nikola Vlasic,CSKA Moscow,14.13,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Onyekuru,Everton FC,Henry Onyekuru,Monaco,12.15,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. McCarthy,Everton FC,James McCarthy,Crystal Palace,2.97,Premier League,2019,30.0,Midfielder,14.0,14.0,0.0,Republic of Ireland,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,22.0
H. Maguire,Leicester City,Harry Maguire,Man Utd,78.3,Premier League,2019,28.0,Defender,2599.0,1350.0,1249.0,England,31.0,15.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,36.0,16.0,20.0,7.0,1.0,0.1,0.0,0.1,0.0,0.22,866.0,1.25,72.0,84.0,325.0,0.0,0.28,165.0,299.0,78.0,5.0
C. Elder,Leicester City,Callum Elder,Hull City,1.35,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Arnautovic,West Ham United,Marko Arnautovic,SH SIPG,22.5,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicharito,West Ham United,Chicharito,Sevilla FC,6.98,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Fernandes,West Ham United,Edimilson Fernandes,1.FSV Mainz 05,6.75,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Obiang,West Ham United,Pedro Obiang,Sassuolo,6.3,Premier League,2019,29.0,Midfielder,1121.0,609.0,512.0,Equatorial Guinea,24.0,13.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,3.0,17.0,9.0,8.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,1.36,66.0,47.0,0.0,1121.0,0.0,371.0,168.0,-1.0,22.0
S. Haksabanovic,West Ham United,Sead Haksabanovic,Norrköping,2.34,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Pérez,West Ham United,Lucas Pérez,Alavés,2.07,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Oxford,West Ham United,Reece Oxford,FC Augsburg,1.8,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Byram,West Ham United,Sam Byram,Norwich,0.747,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Lukebakio,Watford FC,Dodi Lukebakio,Hertha BSC,18.0,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. Oulare,Watford FC,Obbi Oulare,Standard Liège,3.06,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Wan-Bissaka,Crystal Palace,Aaron Wan-Bissaka,Man Utd,49.5,Premier League,2019,23.0,Midfielder,3135.0,1605.0,1530.0,England,35.0,18.0,17.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,12.0,7.0,5.0,41.0,17.0,24.0,5.0,1.0,0.09,0.09,0.0,0.0,0.0,0.0,1.18,76.0,90.0,523.0,1045.0,0.17,312.0,160.0,-1.0,22.0
A. Sörloth,Crystal Palace,Alexander Sörloth,Trabzonspor,0.33799999999999997,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Pérez,Newcastle United,Ayoze Pérez,Leicester,30.06,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joselu,Newcastle United,Joselu,Alavés,2.02,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Mings,AFC Bournemouth,Tyrone Mings,Aston Villa,20.07,Premier League,2019,28.0,Defender,141.0,7.0,134.0,England,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,35.0,28.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,23.0
L. Mousset,AFC Bournemouth,Lys Mousset,Sheffield Utd.,9.99,Premier League,2019,25.0,Forward,345.0,96.0,249.0,France,24.0,13.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,13.0,4.0,9.0,1.0,0.0,0.26,0.0,0.26,0.0,0.36,345.0,3.39,27.0,14.0,345.0,0.0,0.26,75.0,395.0,-1.0,11.0
C. Mahoney,AFC Bournemouth,Connor Mahoney,Millwall,0.99,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Heaton,Burnley FC,Tom Heaton,Aston Villa,7.92,Premier League,2019,34.0,Goalkeeper,1710.0,900.0,810.0,England,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,23.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,74.0,90.0,570.0,0.0,0.16,382.0,354.0,68.0,18.0
M. Targett,Southampton FC,Matt Targett,Aston Villa,13.95,Premier League,2019,25.0,Defender,1185.0,483.0,702.0,England,16.0,7.0,9.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,24.0,10.0,14.0,2.0,0.0,0.3,0.23,0.08,0.19,0.0,1185.0,1.82,49.0,74.0,593.0,395.0,0.15,183.0,51.0,151.0,11.0
S. Gallagher,Southampton FC,Sam Gallagher,Blackburn,5.85,Premier League,2019,25.0,Forward,30.0,7.0,23.0,England,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,17.0
C. Austin,Southampton FC,Charlie Austin,West Brom,3.87,Premier League,2019,31.0,Forward,980.0,454.0,526.0,England,25.0,13.0,12.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,3.0,3.0,14.0,6.0,8.0,1.0,0.0,0.37,0.18,0.18,0.2,0.17,490.0,1.29,70.0,39.0,980.0,490.0,0.09,105.0,73.0,-1.0,8.0
M. Lemina,Southampton FC,Mario Lemina,Galatasaray,0.9,Premier League,2019,27.0,Midfielder,1615.0,763.0,852.0,Gabon,21.0,9.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,32.0,12.0,20.0,5.0,0.0,0.11,0.06,0.06,0.0,0.11,1615.0,1.78,50.0,77.0,323.0,1615.0,0.28,211.0,195.0,-1.0,10.0
A. Knockaert,Brighton & Hove Albion,Anthony Knockaert,Fulham,4.05,Premier League,2019,29.0,Midfielder,1832.0,982.0,850.0,France,30.0,16.0,14.0,2.0,1.0,1.0,6.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,36.0,17.0,19.0,5.0,1.0,0.39,0.29,0.1,0.09,0.11,916.0,1.77,51.0,61.0,305.0,305.0,0.29,159.0,27.0,-1.0,6.0
A. Mateju,Brighton & Hove Albion,Ales Mateju,Brescia,1.62,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Andone,Brighton & Hove Albion,Florin Andone,Galatasaray,0.63,Premier League,2019,27.0,Forward,874.0,416.0,458.0,Romania,23.0,12.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,13.0,5.0,8.0,5.0,0.0,0.31,0.0,0.31,0.43,0.2,291.0,1.34,67.0,38.0,175.0,0.0,0.51,60.0,289.0,-1.0,3.0
N. Oliveira,Norwich City,Nélson Oliveira,AEK Athens,0.9,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Franke,Norwich City,Marcel Franke,Hannover 96,0.9,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Evans,Sheffield United,Ched Evans,Fleetwood,0.135,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tshibola,Aston Villa,Aaron Tshibola,Waasl.-Beveren,0.9,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Hector,Chelsea FC,Michael Hector,Fulham,5.31,Premier League,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Moses,Chelsea FC,Victor Moses,Inter,0.19399999999999998,Premier League,2019,30.0,Midfielder,26.0,17.0,9.0,Nigeria,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,26.0,13.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,23.0
C. Eriksen,Tottenham Hotspur,Christian Eriksen,Inter,24.3,Premier League,2019,29.0,Midfielder,2772.0,1457.0,1315.0,Denmark,35.0,18.0,17.0,8.0,6.0,2.0,12.0,8.0,4.0,0.0,0.0,10.0,6.0,4.0,34.0,14.0,20.0,3.0,0.0,0.65,0.39,0.26,0.37,0.14,347.0,1.1,82.0,79.0,924.0,231.0,0.1,76.0,10.0,-1.0,4.0
