club_name,player_name,club_involved_name,fee_cleaned,league_name,year,short_name
RCD Espanyol Barcelona,Thievy Bifouma,West Brom,0.45,Primera Division,2013,T. Bifouma
Granada CF,Douglas Santos,Udinese Calcio,2.07,Primera Division,2013,D. Santos
Málaga CF,Fabrice Olinga,Apol. Limassol,0.45,Primera Division,2013,F. Olinga
Málaga CF,Pedro Morales,Vancouver,0.315,Primera Division,2013,P. Morales
Villarreal CF,Hernán Pérez,Olympiacos,0.45,Primera Division,2013,H. Pérez
Valencia CF,Sergio Canales,Real Sociedad,3.15,Primera Division,2013,S. Canales
Valencia CF,Andrés Guardado,Bay. Leverkusen,0.9,Primera Division,2013,A. Guardado
Valencia CF,Adil Rami,AC Milan,0.36,Primera Division,2013,A. Rami
Atlético Madrid,Leo Baptistão,Real Betis,1.44,Primera Division,2013,L. Baptistão
Sevilla FC,Juan Cala,Cardiff,0.315,Primera Division,2013,J. Cala
Sevilla FC,Raul Rusescu,Braga,0.203,Primera Division,2013,R. Rusescu
Real Valladolid CF,Patrick Ebert,Spartak Moscow,1.17,Primera Division,2013,P. Ebert
Real Betis Balompié,Markus Steinhöfer,1860 Munich,0.072,Primera Division,2013,M. Steinhöfer
Athletic Bilbao,Javi Martínez,Bayern Munich,36.0,Primera Division,2012,J. Martínez
Granada CF,Gabriel Silva,Udinese Calcio,3.6,Primera Division,2012,G. Silva
Granada CF,Yohan Mollo,AS Nancy,1.8,Primera Division,2012,Y. Mollo
Granada CF,David Ferreiro,Racing,0.045,Primera Division,2012,D. Ferreiro
Getafe CF,Cata Díaz,Atlético Madrid,0.9,Primera Division,2012,C. Díaz
Levante UD,Arouna Koné,Wigan,3.42,Primera Division,2012,A. Koné
Levante UD,Xavi Torres,Getafe,0.45,Primera Division,2012,X. Torres
Málaga CF,Santi Cazorla,Arsenal,17.1,Primera Division,2012,S. Cazorla
Málaga CF,Salomón Rondón,Rubin Kazan,8.1,Primera Division,2012,S. Rondón
Málaga CF,Apoño,Real Zaragoza,0.9,Primera Division,2012,Apoño
Málaga CF,Xavi Torres,Levante,0.27,Primera Division,2012,X. Torres
Valencia CF,Jordi Alba,FC Barcelona,12.6,Primera Division,2012,J. Alba
Valencia CF,Pablo Hernández,Swansea,6.3,Primera Division,2012,P. Hernández
Valencia CF,Mehmet Topal,Fenerbahce,4.05,Primera Division,2012,M. Topal
Valencia CF,Aritz Aduriz,Athletic,2.25,Primera Division,2012,A. Aduriz
Valencia CF,Miguel Ángel Moyá,Getafe,1.8,Primera Division,2012,M. Moyá
RCD Espanyol Barcelona,Álvaro Vázquez,Getafe,2.7,Primera Division,2012,Á. Vázquez
RCD Espanyol Barcelona,Kalu Uche,Kasimpasa,1.35,Primera Division,2012,K. Uche
RCD Espanyol Barcelona,Javi Márquez,RCD Mallorca,1.08,Primera Division,2012,J. Márquez
Real Sociedad,Vadim Demidov,E. Frankfurt,0.45,Primera Division,2012,V. Demidov
Atlético Madrid,Eduardo Salvio,Benfica,9.9,Primera Division,2012,E. Salvio
Atlético Madrid,Álvaro Domínguez,Bor. M'gladbach,7.2,Primera Division,2012,Á. Domínguez
Real Madrid,Esteban Granero,QPR,7.2,Primera Division,2012,E. Granero
Real Madrid,Sergio Canales,Valencia,6.75,Primera Division,2012,S. Canales
Real Madrid,Nuri Sahin,Liverpool,4.5,Primera Division,2012,N. Sahin
Real Madrid,Lassana Diarra,Anzhi,4.5,Primera Division,2012,L. Diarra
Real Madrid,Hamit Altintop,Galatasaray,3.15,Primera Division,2012,H. Altintop
Real Madrid,Fernando Gago,Valencia,3.15,Primera Division,2012,F. Gago
Sevilla FC,Martín Cáceres,Juventus,7.2,Primera Division,2012,M. Cáceres
Sevilla FC,Luis Alberto,FC Barcelona B,0.18,Primera Division,2012,L. Alberto
Rayo Vallecano,Michu,Swansea,2.31,Primera Division,2012,Michu
CA Osasuna,Ibrahima Balde,Kuban Krasnodar,3.6,Primera Division,2012,I. Balde
CA Osasuna,Dejan Lekic,Genclerbirligi,0.9,Primera Division,2012,D. Lekic
CA Osasuna,Javad Nekounam,Esteghlal FC,0.63,Primera Division,2012,J. Nekounam
RCD Mallorca,Iván Ramis,Wigan,5.4,Primera Division,2012,I. Ramis
Real Zaragoza,Matteo Contini,Siena,1.24,Primera Division,2012,M. Contini
FC Barcelona,Ibrahim Afellay,FC Schalke 04,0.45,Primera Division,2012,I. Afellay
Granada CF,Fabián Orellana,Celta de Vigo,1.08,Primera Division,2012,F. Orellana
Getafe CF,David Abraham,TSG Hoffenheim,3.6,Primera Division,2012,D. Abraham
Levante UD,Obafemi Martins,Sounders FC,2.7,Primera Division,2012,O. Martins
Málaga CF,Nacho Monreal,Arsenal,9.0,Primera Division,2012,N. Monreal
Málaga CF,Diego Buonanotte,Granada CF,2.07,Primera Division,2012,D. Buonanotte
Atlético Madrid,Emre Belözoglu,Fenerbahce,0.315,Primera Division,2012,E. Belözoglu
Real Madrid,Nuri Sahin,Bor. Dortmund,0.9,Primera Division,2012,N. Sahin
Sevilla FC,Diego López,Real Madrid,3.15,Primera Division,2012,D. López
Sevilla FC,Emir Spahic,Anzhi,0.45,Primera Division,2012,E. Spahic
Real Zaragoza,Carlos Aranda,Granada CF,0.27,Primera Division,2012,C. Aranda
Atlético Madrid,Sergio Agüero,Man City,36.0,Primera Division,2011,S. Agüero
Atlético Madrid,David de Gea,Man Utd,22.5,Primera Division,2011,D. Gea
Atlético Madrid,Elias,Sporting CP,7.97,Primera Division,2011,Elias
Atlético Madrid,Diego Forlán,Inter,4.5,Primera Division,2011,D. Forlán
Atlético Madrid,Tomas Ujfalusi,Galatasaray,1.8,Primera Division,2011,T. Ujfalusi
Atlético Madrid,Ibrahima Balde,CA Osasuna,0.9,Primera Division,2011,I. Balde
RCD Espanyol Barcelona,Daniel Osvaldo,AS Roma,14.4,Primera Division,2011,D. Osvaldo
RCD Espanyol Barcelona,José Callejón,Real Madrid,4.5,Primera Division,2011,J. Callejón
RCD Espanyol Barcelona,Luis García,Real Zaragoza,0.9,Primera Division,2011,L. García
Valencia CF,Juan Mata,Chelsea,24.03,Primera Division,2011,J. Mata
Valencia CF,Joaquín,Málaga CF,3.78,Primera Division,2011,Joaquín
Valencia CF,Manuel Fernandes,Besiktas,1.8,Primera Division,2011,M. Fernandes
Villarreal CF,Santi Cazorla,Málaga CF,20.7,Primera Division,2011,S. Cazorla
Villarreal CF,Jozy Altidore,AZ Alkmaar,1.35,Primera Division,2011,J. Altidore
Villarreal CF,Javier Matilla,Real Betis,1.22,Primera Division,2011,J. Matilla
Villarreal CF,Iván Marcano,Olympiacos,0.9,Primera Division,2011,I. Marcano
Sporting Gijón,José Ángel,AS Roma,4.05,Primera Division,2011,J. Ángel
Levante UD,Felipe Caicedo,Loko Moscow,6.75,Primera Division,2011,F. Caicedo
Getafe CF,Dani Parejo,Valencia,5.4,Primera Division,2011,D. Parejo
Getafe CF,Derek Boateng,Dnipro,4.39,Primera Division,2011,D. Boateng
Getafe CF,Manu del Moral,Sevilla FC,4.05,Primera Division,2011,M. Moral
Getafe CF,Juan Albín,Espanyol,2.7,Primera Division,2011,J. Albín
Getafe CF,Miguel Pallardó,Levante,0.18,Primera Division,2011,M. Pallardó
FC Barcelona,Zlatan Ibrahimovic,AC Milan,21.6,Primera Division,2011,Z. Ibrahimovic
FC Barcelona,Bojan Krkic,AS Roma,10.8,Primera Division,2011,B. Krkic
FC Barcelona,Jeffren,Sporting CP,3.38,Primera Division,2011,Jeffren
FC Barcelona,Martín Cáceres,Sevilla FC,2.7,Primera Division,2011,M. Cáceres
FC Barcelona,Aleksandr Hleb,VfL Wolfsburg,0.63,Primera Division,2011,A. Hleb
Real Zaragoza,Ander Herrera,Athletic,6.75,Primera Division,2011,A. Herrera
Real Zaragoza,Ikechukwu Uche,Villarreal,4.5,Primera Division,2011,I. Uche
Real Zaragoza,Gabi,Atlético Madrid,2.7,Primera Division,2011,Gabi
Real Zaragoza,Matteo Contini,Siena,0.27,Primera Division,2011,M. Contini
Real Betis Balompié,Achille Emaná,Hilal,4.05,Primera Division,2011,A. Emaná
RCD Mallorca,Jonathan de Guzmán,Villarreal,7.2,Primera Division,2011,J. Guzmán
RCD Mallorca,Óscar Trejo,Sporting Gijón,0.9,Primera Division,2011,Ó. Trejo
RCD Mallorca,Pierre Webó,Istanbul BBSK,0.675,Primera Division,2011,P. Webó
CA Osasuna,Nacho Monreal,Málaga CF,5.4,Primera Division,2011,N. Monreal
CA Osasuna,Javier Camuñas,Villarreal,2.07,Primera Division,2011,J. Camuñas
Rayo Vallecano,Coke,Sevilla FC,1.62,Primera Division,2011,Coke
Sevilla FC,Didier Zokora,Trabzonspor,4.5,Primera Division,2011,D. Zokora
Sevilla FC,Diego Capel,Sporting CP,3.15,Primera Division,2011,D. Capel
Sevilla FC,Sergio Sánchez,Málaga CF,2.52,Primera Division,2011,S. Sánchez
Sevilla FC,Rodri,FC Barcelona B,1.35,Primera Division,2011,Rodri
Sevilla FC,Mouhamadou Dabo,Olympique Lyon,0.72,Primera Division,2011,M. Dabo
Sevilla FC,Alejandro Alfaro,RCD Mallorca,0.54,Primera Division,2011,A. Alfaro
Real Madrid,Ezequiel Garay,Benfica,4.95,Primera Division,2011,E. Garay
Real Madrid,Sergio Canales,Valencia,1.8,Primera Division,2011,S. Canales
Real Madrid,Fernando Gago,AS Roma,0.45,Primera Division,2011,F. Gago
Atlético Madrid,José Antonio Reyes,Sevilla FC,3.15,Primera Division,2011,J. Reyes
RCD Espanyol Barcelona,Jesús Dátolo,Internacional,2.7,Primera Division,2011,J. Dátolo
Levante UD,Nano,GZ Renhe,0.45,Primera Division,2011,Nano
Racing Santander,Ariel Nahuelpán,LDU Quito,1.71,Primera Division,2011,A. Nahuelpán
Racing Santander,Alexandros Tziolis,Monaco,0.18,Primera Division,2011,A. Tziolis
Granada CF,Yohan Mollo,AS Nancy,0.135,Primera Division,2011,Y. Mollo
FC Barcelona,Maxwell,Paris SG,3.15,Primera Division,2011,Maxwell
Sevilla FC,Martín Cáceres,Juventus,1.35,Primera Division,2011,M. Cáceres
Inter Milan,Romelu Lukaku,Chelsea,103.5,Serie A,2021,R. Lukaku
Inter Milan,Achraf Hakimi,Paris SG,54.0,Serie A,2021,A. Hakimi
Inter Milan,Matteo Politano,SSC Napoli,17.1,Serie A,2021,M. Politano
Inter Milan,Antonio Candreva,Sampdoria,2.25,Serie A,2021,A. Candreva
Inter Milan,Rigoberto Rivas,Reggina,0.495,Serie A,2021,R. Rivas
AC Milan,Diego Laxalt,Dynamo Moscow,3.15,Serie A,2021,D. Laxalt
Atalanta BC,Musa Barrow,Bologna,13.05,Serie A,2021,M. Barrow
Atalanta BC,Roger Ibañez,AS Roma,8.1,Serie A,2021,R. Ibañez
Atalanta BC,Andreas Cornelius,Parma,7.56,Serie A,2021,A. Cornelius
Atalanta BC,Lennart Czyborra,Genoa,4.95,Serie A,2021,L. Czyborra
Atalanta BC,Boris Radunović,Cagliari Calcio,0.45,Serie A,2021,B. Radunović
Juventus FC,Cristian Romero,Atalanta BC,14.4,Serie A,2021,C. Romero
Juventus FC,Cristiano Ronaldo,Man Utd,13.5,Serie A,2021,C. Ronaldo
Juventus FC,Merih Demiral,Atalanta BC,2.7,Serie A,2021,M. Demiral
SSC Napoli,Arkadiusz Milik,Marseille,8.1,Serie A,2021,A. Milik
SS Lazio,Joaquín Correa,Inter,4.5,Serie A,2021,J. Correa
SS Lazio,Felipe Caicedo,Genoa,1.8,Serie A,2021,F. Caicedo
SS Lazio,Sofian Kiyine,Venezia,0.36,Serie A,2021,S. Kiyine
AS Roma,Alessandro Florenzi,AC Milan,0.9,Serie A,2021,A. Florenzi
AS Roma,Pau López,Marseille,0.648,Serie A,2021,P. López
AS Roma,Cengiz Ünder,Marseille,0.45,Serie A,2021,C. Ünder
US Sassuolo,Marlon,Shakhtar D.,10.8,Serie A,2021,Marlon
US Sassuolo,Federico Di Francesco,SPAL,4.05,Serie A,2021,F. Francesco
US Sassuolo,Giangiacomo Magnani,Hellas Verona,3.6,Serie A,2021,G. Magnani
US Sassuolo,Luca Mazzitelli,Monza,2.7,Serie A,2021,L. Mazzitelli
US Sassuolo,Mehdi Bourabia,Spezia Calcio,0.45,Serie A,2021,M. Bourabia
US Sassuolo,Pietro Cianci,Catanzaro,0.225,Serie A,2021,P. Cianci
UC Sampdoria,Jakub Jankto,Getafe,5.4,Serie A,2021,J. Jankto
Hellas Verona,Matteo Lovato,Atalanta BC,7.2,Serie A,2021,M. Lovato
Hellas Verona,Marco Silvestri,Udinese Calcio,2.25,Serie A,2021,M. Silvestri
Hellas Verona,Michele Vano,Perugia,0.45,Serie A,2021,M. Vano
Genoa CFC,Eldor Shomurodov,AS Roma,15.75,Serie A,2021,E. Shomurodov
Genoa CFC,Lukas Lerager,FC Copenhagen,3.15,Serie A,2021,L. Lerager
Bologna FC 1909,Takehiro Tomiyasu,Arsenal,16.74,Serie A,2021,T. Tomiyasu
Udinese Calcio,Rodrigo de Paul,Atlético Madrid,31.5,Serie A,2021,R. Paul
Udinese Calcio,Juan Musso,Atalanta BC,18.0,Serie A,2021,J. Musso
Udinese Calcio,Antonin Barak,Hellas Verona,5.4,Serie A,2021,A. Barak
ACF Fiorentina,Alban Lafont,FC Nantes,6.75,Serie A,2021,A. Lafont
ACF Fiorentina,Pol Lirola,Marseille,5.85,Serie A,2021,P. Lirola
ACF Fiorentina,Germán Pezzella,Real Betis,3.15,Serie A,2021,G. Pezzella
ACF Fiorentina,Federico Ceccherini,Hellas Verona,2.7,Serie A,2021,F. Ceccherini
ACF Fiorentina,David Hancko,Sparta Prague,2.25,Serie A,2021,D. Hancko
ACF Fiorentina,Christian Kouamé,RSC Anderlecht,0.9,Serie A,2021,C. Kouamé
ACF Fiorentina,Julián Illanes,Pescara,0.315,Serie A,2021,J. Illanes
Cagliari Calcio,Filip Bradaric,Ahli,1.8,Serie A,2021,F. Bradaric
Cagliari Calcio,Kiril Despodov,Ludogorets,1.8,Serie A,2021,K. Despodov
Cagliari Calcio,Giovanni Simeone,Hellas Verona,1.35,Serie A,2021,G. Simeone
Torino FC,Lyanco,Southampton,6.75,Serie A,2021,Lyanco
Torino FC,Soualiho Meïté,Benfica,5.4,Serie A,2021,S. Meïté
Torino FC,Lucas Boyé,Elche CF,1.8,Serie A,2021,L. Boyé
FC Empoli,Hamed Junior Traorè,Sassuolo,14.4,Serie A,2021,H. Traorè
FC Empoli,Antonino La Gumina,Sampdoria,4.95,Serie A,2021,A. Gumina
Atalanta BC,Timothy Castagne,Leicester,21.6,Serie A,2020,T. Castagne
Atalanta BC,Gianluca Mancini,AS Roma,11.7,Serie A,2020,G. Mancini
Atalanta BC,Etrit Berisha,SPAL,3.15,Serie A,2020,E. Berisha
Atalanta BC,Marco D'Alessandro,SPAL,2.7,Serie A,2020,M. D'Alessandro
Atalanta BC,Ebrima Colley,Hellas Verona,0.9,Serie A,2020,E. Colley
Benevento Calcio,Gianluca Di Chiara,Perugia,0.9,Serie A,2020,G. Chiara
Bologna FC 1909,Mattia Bani,Genoa,3.15,Serie A,2020,M. Bani
Cagliari Calcio,Nicolò Barella,Inter,25.2,Serie A,2020,N. Barella
Cagliari Calcio,Filippo Romagna,Sassuolo,3.6,Serie A,2020,F. Romagna
Cagliari Calcio,Lucas Castro,SPAL,2.7,Serie A,2020,L. Castro
Cagliari Calcio,Artur Ionita,Benevento,0.9,Serie A,2020,A. Ionita
Cagliari Calcio,Diego Farias,Spezia Calcio,0.45,Serie A,2020,D. Farias
ACF Fiorentina,Jordan Veretout,AS Roma,14.4,Serie A,2020,J. Veretout
ACF Fiorentina,Giovanni Simeone,Cagliari Calcio,10.8,Serie A,2020,G. Simeone
ACF Fiorentina,Federico Chiesa,Juventus,9.0,Serie A,2020,F. Chiesa
ACF Fiorentina,Bryan Dabo,Benevento,1.08,Serie A,2020,B. Dabo
Genoa CFC,Christian Kouamé,Fiorentina,9.9,Serie A,2020,C. Kouamé
Genoa CFC,Andrea Pinamonti,Inter,7.2,Serie A,2020,A. Pinamonti
Genoa CFC,Gianluca Lapadula,Benevento,3.6,Serie A,2020,G. Lapadula
Genoa CFC,Koray Günter,Hellas Verona,1.8,Serie A,2020,K. Günter
Genoa CFC,Jawad El Yamiq,Real Valladolid,1.13,Serie A,2020,J. Yamiq
Hellas Verona,Marash Kumbulla,AS Roma,2.7,Serie A,2020,M. Kumbulla
Hellas Verona,Luca Marrone,Crotone,0.9,Serie A,2020,L. Marrone
Hellas Verona,Liam Henderson,Lecce,0.9,Serie A,2020,L. Henderson
Hellas Verona,Simone Calvano,Triestina,0.45,Serie A,2020,S. Calvano
Inter Milan,Mauro Icardi,Paris SG,45.0,Serie A,2020,M. Icardi
Inter Milan,Andrea Pinamonti,Genoa,17.55,Serie A,2020,A. Pinamonti
Inter Milan,Yann Karamoh,Parma,7.2,Serie A,2020,Y. Karamoh
Inter Milan,Dalbert,Stade Rennais,2.25,Serie A,2020,Dalbert
Inter Milan,Valentino Lazaro,Bor. M'gladbach,1.08,Serie A,2020,V. Lazaro
Inter Milan,Andrea Palazzi,Monza,0.36,Serie A,2020,A. Palazzi
Inter Milan,Samuele Longo,LR Vicenza,0.36,Serie A,2020,S. Longo
Inter Milan,Felice D'Amico,Sampdoria,0.36,Serie A,2020,F. D'Amico
Inter Milan,Matteo Rover,Südtirol,0.09,Serie A,2020,M. Rover
Inter Milan,Niccolò Marcellusi,Carpi,0.045,Serie A,2020,N. Marcellusi
Juventus FC,Emre Can,Bor. Dortmund,22.5,Serie A,2020,E. Can
Juventus FC,Simone Muratore,Atalanta BC,6.3,Serie A,2020,S. Muratore
Juventus FC,Cristian Romero,Atalanta BC,1.8,Serie A,2020,C. Romero
Juventus FC,Daniele Rugani,Stade Rennais,1.35,Serie A,2020,D. Rugani
Juventus FC,Matteo Stoppa,Sampdoria,0.9,Serie A,2020,M. Stoppa
SS Lazio,Valon Berisha,Stade Reims,3.78,Serie A,2020,V. Berisha
SS Lazio,Bastos,Al-Ain,0.72,Serie A,2020,Bastos
AC Milan,Suso,Sevilla FC,18.9,Serie A,2020,Suso
AC Milan,Lucas Paquetá,Olympique Lyon,18.0,Serie A,2020,L. Paquetá
AC Milan,Ricardo Rodríguez,Torino,2.7,Serie A,2020,R. Rodríguez
AC Milan,André Silva,E. Frankfurt,2.7,Serie A,2020,A. Silva
AC Milan,Gustavo Gómez,Palmeiras,1.8,Serie A,2020,G. Gómez
SSC Napoli,Allan,Everton,22.5,Serie A,2020,Allan
SSC Napoli,Simone Verdi,Torino,19.8,Serie A,2020,S. Verdi
SSC Napoli,Roberto Inglese,Parma,16.2,Serie A,2020,R. Inglese
SSC Napoli,Marko Rog,Cagliari Calcio,11.7,Serie A,2020,M. Rog
SSC Napoli,Vlad Chiricheș,Sassuolo,8.1,Serie A,2020,V. Chiricheș
SSC Napoli,Alberto Grassi,Parma,6.21,Serie A,2020,A. Grassi
SSC Napoli,Orestis Karnezis,LOSC Lille,4.5,Serie A,2020,O. Karnezis
SSC Napoli,Luigi Liguori,LOSC Lille B,4.5,Serie A,2020,L. Liguori
SSC Napoli,Luigi Sepe,Parma,4.12,Serie A,2020,L. Sepe
SSC Napoli,Lorenzo Tonelli,Sampdoria,2.25,Serie A,2020,L. Tonelli
SSC Napoli,Sebastiano Luperto,Crotone,0.45,Serie A,2020,S. Luperto
SSC Napoli,Alfredo Bifulco,Padova,0.189,Serie A,2020,A. Bifulco
Parma Calcio 1913,José Machín,Monza,3.6,Serie A,2020,J. Machín
Parma Calcio 1913,Luca Zamparo,Reggiana,0.27,Serie A,2020,L. Zamparo
AS Roma,Patrik Schick,Bay. Leverkusen,23.85,Serie A,2020,P. Schick
AS Roma,Grégoire Defrel,Sassuolo,8.1,Serie A,2020,G. Defrel
AS Roma,Maxime Gonalons,Granada CF,3.6,Serie A,2020,M. Gonalons
AS Roma,Cengiz Ünder,Leicester,2.7,Serie A,2020,C. Ünder
AS Roma,Aleksandar Kolarov,Inter,1.35,Serie A,2020,A. Kolarov
AS Roma,Justin Kluivert,RB Leipzig,0.9,Serie A,2020,J. Kluivert
AS Roma,Alessandro Florenzi,Paris SG,0.9,Serie A,2020,A. Florenzi
UC Sampdoria,Karol Linetty,Torino,6.75,Serie A,2020,K. Linetty
UC Sampdoria,Federico Bonazzoli,Torino,1.35,Serie A,2020,F. Bonazzoli
UC Sampdoria,Gianluca Caprari,Benevento,1.17,Serie A,2020,G. Caprari
UC Sampdoria,Ronaldo Vieira,Hellas Verona,0.675,Serie A,2020,R. Vieira
UC Sampdoria,Fabio Depaoli,Atalanta BC,0.54,Serie A,2020,F. Depaoli
UC Sampdoria,Lorenco Simic,Zaglebie Lubin,0.225,Serie A,2020,L. Simic
US Sassuolo,Stefano Sensi,Inter,18.0,Serie A,2020,S. Sensi
US Sassuolo,Alfred Duncan,Fiorentina,13.5,Serie A,2020,A. Duncan
US Sassuolo,Pol Lirola,Fiorentina,9.9,Serie A,2020,P. Lirola
US Sassuolo,Francesco Cassata,Genoa,6.3,Serie A,2020,F. Cassata
US Sassuolo,Alessandro Tripaldelli,Cagliari Calcio,2.7,Serie A,2020,A. Tripaldelli
Spezia Calcio,Tommaso Augello,Sampdoria,1.35,Serie A,2020,T. Augello
Spezia Calcio,Delano Burgzorg,Heracles Almelo,0.261,Serie A,2020,D. Burgzorg
Torino FC,Álex Berenguer,Athletic,10.8,Serie A,2020,Á. Berenguer
Torino FC,Kevin Bonifazi,SPAL,9.9,Serie A,2020,K. Bonifazi
Torino FC,Ola Aina,Fulham,2.25,Serie A,2020,O. Aina
Torino FC,Leonardo Candellone,SSC Napoli,1.35,Serie A,2020,L. Candellone
Torino FC,Iago Falque,Benevento,0.45,Serie A,2020,I. Falque
Udinese Calcio,Rolando Mandragora,Juventus,9.63,Serie A,2020,R. Mandragora
Udinese Calcio,Seko Fofana,Lens,7.65,Serie A,2020,S. Fofana
Udinese Calcio,Giuseppe Pezzella,Parma,5.81,Serie A,2020,G. Pezzella
Udinese Calcio,Emmanuel Badu,Hellas Verona,0.72,Serie A,2020,E. Badu
Udinese Calcio,Aly Malle,Ascoli,0.45,Serie A,2020,A. Malle
Udinese Calcio,Andrija Balic,Dunajska Streda,0.315,Serie A,2020,A. Balic
Atalanta BC,Amad Diallo,Man Utd,18.9,Serie A,2020,A. Diallo
Atalanta BC,Papu Gómez,Sevilla FC,4.95,Serie A,2020,P. Gómez
ACF Fiorentina,Pedro,Flamengo,12.6,Serie A,2020,Pedro
ACF Fiorentina,Alfred Duncan,Cagliari Calcio,0.9,Serie A,2020,A. Duncan
Genoa CFC,Nicolò Rovella,Juventus,16.2,Serie A,2020,N. Rovella
Genoa CFC,Mattia Bani,Parma,1.35,Serie A,2020,M. Bani
Genoa CFC,Lukas Lerager,FC Copenhagen,0.45,Serie A,2020,L. Lerager
Juventus FC,Manolo Portanova,Genoa,9.0,Serie A,2020,M. Portanova
Torino FC,Soualiho Meïté,AC Milan,0.45,Serie A,2020,S. Meïté
Atalanta BC,Franck Kessié,AC Milan,21.6,Serie A,2019,F. Kessié
Atalanta BC,Bryan Cristante,AS Roma,18.9,Serie A,2019,B. Cristante
Atalanta BC,Andrea Petagna,SPAL,10.8,Serie A,2019,A. Petagna
Atalanta BC,Gianluca Mancini,AS Roma,1.8,Serie A,2019,G. Mancini
Atalanta BC,Federico Mattiello,Cagliari Calcio,0.54,Serie A,2019,F. Mattiello
Atalanta BC,Alberto Almici,Hellas Verona,0.45,Serie A,2019,A. Almici
Atalanta BC,Davide Agazzi,AS Livorno,0.36,Serie A,2019,D. Agazzi
Atalanta BC,Arkadiusz Reca,SPAL,0.36,Serie A,2019,A. Reca
Atalanta BC,Simone Mazzocchi,Südtirol,0.09,Serie A,2019,S. Mazzocchi
Bologna FC 1909,Erick Pulgar,Fiorentina,9.0,Serie A,2019,E. Pulgar
Bologna FC 1909,Filip Helander,Rangers,3.51,Serie A,2019,F. Helander
Bologna FC 1909,Alex Ferrari,Sampdoria,3.24,Serie A,2019,A. Ferrari
Bologna FC 1909,Felipe Avenatti,Standard Liège,3.15,Serie A,2019,F. Avenatti
Bologna FC 1909,Ádám Nagy,Bristol City,2.25,Serie A,2019,Á. Nagy
Bologna FC 1909,Emil Krafth,Amiens SC,1.8,Serie A,2019,E. Krafth
Bologna FC 1909,Sebastien De Maio,Udinese Calcio,1.35,Serie A,2019,S. Maio
Brescia Calcio,Biagio Meccariello,Lecce,0.09,Serie A,2019,B. Meccariello
Cagliari Calcio,Nicolò Barella,Inter,10.8,Serie A,2019,N. Barella
Cagliari Calcio,Diego Farias,Lecce,1.35,Serie A,2019,D. Farias
Cagliari Calcio,Santiago Colombatto,Sint-Truiden,0.9,Serie A,2019,S. Colombatto
Cagliari Calcio,Matteo Cotali,Chievo Verona,0.72,Serie A,2019,M. Cotali
ACF Fiorentina,Vitor Hugo,Palmeiras,4.95,Serie A,2019,V. Hugo
